	901|1.5,Tm|0.3	P6|20,Tm|0.3	NT|3,SR|2.4	RY|2,P6|20	PLX|60,P6|20	901|1.5,SR|2.4	P6|20	ST|0.6,Tm|0.3	ZS|0.6,P6|20	P6|20,HN|6	901|1.5,HN|6	NT|3,Tm|0.3	NT|6	AK|10	AK|5,Tm|0.3	901|1.5,PLX|60	ZS|0.6,NT|3	AK|5	ZS|0.6,Tm|0.3	P6|20,SR|2.4	RY|2,HN|6	RY|2,RO|3.5	PLX|60,RO|3.5	ST|0.6,NT|3	PLX|60	PLX|60,Tm|0.3	901|1.5	ZS|0.6,PLX|60	ZS|0.6,HN|6	RY|2,SR|2.4	AK|5,ZS|0.6	RY|2,ZS|0.6	ST|0.6,HN|6	901|1.5,NT|3	RO|3.5	P6|20,RO|3.5	Tm|0.6	AK|5,ST|0.6	Tm|0.3	RY|2,Tm|0.3	P6|20,ST|0.6	PLX|60,ST|0.6	PLX|60,SR|2.4	ST|1.2	HN|6,NT|3	ZS|0.6,RO|3.5	P6|20,NT|3	RY|2,AK|5	ST|0.6,RO|3.5	RY|2,NT|3	RY|2	901|1.5,ZS|0.6	RY|2,901|1.5	HN|6	AK|5,PLX|60	HN|6,SR|2.4	PLX|60,HN|6	RY|2,ST|0.6	ST|0.6	SR|2.4,RO|3.5	901|1.5,P6|20	ZS|1.2	901|1.5,ST|0.6	NT|3,RO|3.5	PLX|60,NT|3	NT|3	ZS|0.6,ST|0.6	901|1.5,RO|3.5	AK|5,NT|3	P6|40	AK|5,901|1.5	901|3	RO|7	SR|2.4,Tm|0.3	AK|5,HN|6	AK|5,P6|20	ZS|0.6	SR|4.8	HN|6,RO|3.5	RO|3.5,Tm|0.3	SR|2.4	RY|2,PLX|60	ST|0.6,SR|2.4	HN|12	HN|6,Tm|0.3	PLX|120	AK|5,RO|3.5	ZS|0.6,SR|2.4	AK|5,SR|2.4
DPP4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
DUSP4	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	4	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	4	2	2	4	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	2	3	3	3
E2F1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	3	3	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
EEF2	3	2	2	2	2	2	2	3	2	2	3	3	3	2	2	3	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	2	3	2	3	3	2	3	2	3	3	2	2	2	3	3	3	2	3	3	2	2	3	3	3	2	2	2	3	3	3	3	2	3	2	2	2	3	3	2	2	2	2	2	3	3	2	3	2	3	3	3	2	2	2
EEF2K	3	3	4	4	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	4	4	4	3	4	3	3	3	3	3	4	3	3	4	3	4	4	3	3	3	3	4	3	3	4	4	3	4	3	4	4	4	3	3	4	3	4	3	4	4	4	3	3	3	4	3	4	3	3	3	4	3	3	4	3	3	3	3	4	4	3	4	3	4	4	3	3	3	3	3
EGFR	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
EIF4E	2	2	2	3	3	3	3	2	2	3	3	2	2	2	2	3	2	2	2	3	3	3	3	2	3	2	3	2	2	3	2	2	3	2	3	3	2	2	2	2	3	3	3	3	2	2	2	2	3	2	3	2	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	2	3	2	3	3	2	2	2	2	3	3	2	3	3	3	3	2	3	2	2	2
EIF4EBP1	2	2	1	3	2	2	3	2	2	3	2	1	1	2	2	2	1	2	2	3	3	3	2	1	2	2	2	2	2	3	2	2	3	1	3	3	2	2	2	2	3	2	2	3	1	2	1	2	3	1	3	2	2	3	2	3	2	3	3	3	2	2	2	1	1	1	2	2	1	3	2	2	3	2	2	2	2	3	3	2	3	2	3	3	2	2	2	2	2
EIF4G1	3	3	3	4	4	4	4	3	3	4	4	3	3	3	3	4	3	3	3	4	4	4	4	3	4	3	4	3	3	4	3	3	4	3	4	4	3	3	3	3	4	4	4	4	3	3	3	3	4	3	4	3	4	4	3	4	4	4	4	4	4	3	4	3	3	3	3	4	3	4	3	4	4	3	3	3	3	4	4	3	4	4	4	4	3	4	3	3	3
ELK1	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2	4	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	2	3	3	3
ENY2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
EPPK1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERBB2	2	3	2	3	2	2	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ERBB3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	2	2	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2
ERCC1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERCC4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERCC5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
ERRFI1	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
ESR1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ETS1	2	3	3	2	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	2	2	2	3	2	2	2	2	3	2	3	2	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	2	2	2	3	2	3	2	2	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3
FASN	2	2	3	3	3	3	3	2	2	3	3	2	3	2	2	3	2	2	2	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	2	3	3	4	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	3	2	2	2	2	3	3	2	3	3	3	3	2	3	2	2	2
FGR	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
FN1	2	3	2	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	2	3	2	2	2	2	3	2	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2	3	2	2	2	3	3	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	3	3	3	2	3	3	2	2	2	3	3	2	3	2	2
FOSL1	2	3	2	3	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	2	2	2	3	2	3	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	3	2	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2
FOXM1	2	3	2	2	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	2	2	2	2	3	2	2	2	2	3	2	3	2	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	2	2	2	3	2	2	2	2	3	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	3	3	3	2	3	3	2	2	2	3	3	2	3	2	2
FOXO3	2	3	2	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	2	2	2	2	3	2	3	2	2	3	2	3	2	3	3	3	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
FYN	3	2	2	2	2	2	2	3	2	2	3	3	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	2	3	4	3	2	3	3	3	3	3	3	4	3	2	3	3	3	2	2	3	3	3	3	4	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	4	3	3	3	2	2
G6PD	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
GAB2	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	4	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	4	2	2	4	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	2	3	3	3
GAPDH	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	2	2	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2
GATA3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	2	2	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2
GCLM	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
GJA1	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2	4	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	2	3	3	3
GLS	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
GLUD1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
GSK3A	2	1	1	1	1	1	1	2	1	1	2	2	3	2	2	2	2	2	2	1	3	3	2	3	2	2	2	2	2	1	2	2	3	2	3	1	2	2	2	2	1	2	1	3	3	2	1	2	3	3	4	2	2	3	2	1	2	3	3	1	1	2	2	3	2	3	2	2	2	1	2	2	3	1	2	1	2	1	3	2	1	2	1	3	2	2	2	1	1
GSK3B	2	1	1	1	1	1	1	2	1	1	2	2	3	2	2	2	2	2	2	1	3	3	2	3	2	2	2	2	2	1	2	2	3	2	3	1	2	2	2	2	1	2	1	3	3	2	1	2	3	3	3	2	2	3	2	1	2	3	3	1	1	2	2	3	2	3	2	2	2	1	2	2	3	1	2	1	2	1	3	2	1	2	1	3	2	2	2	1	1
GYS1	3	2	2	2	2	2	2	3	2	2	3	3	3	2	2	3	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	2	3	2	3	3	2	3	2	3	3	2	2	2	3	3	4	2	3	3	2	2	3	3	3	2	2	2	3	3	3	3	2	3	2	2	2	3	3	2	2	2	2	2	3	3	2	3	2	3	3	3	2	2	2
GZMB	3	3	3	3	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	4	4	3	4	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
H2AFX	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
H2BFM	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
H3F3A	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
H3F3B	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
H3F3C	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
HCK	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HES1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
HIF1A	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2
HIST1H3A	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
HIST2H3A	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
HIST3H3	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
HK2	2	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	3	2	3	4	4	3	3	3	2	3	3	3	3	3	3	4	3	4	3	2	3	2	2	3	3	3	4	3	3	3	3	4	3	4	3	3	4	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	3	3	3	3	4	2	3	3	3	4	2	3	3	3	3
HSBP1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
HSPA1A	3	2	2	2	2	2	2	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	3	4	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	4	3	3	3	2	2
HSPA5	3	3	2	3	3	2	3	3	2	3	3	3	3	2	2	3	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	2	3	3	3	3	2	3	3	2	3	2	3	3	3	2	3	3	2	2	3	3	3	2	3	2	3	3	3	3	2	3	2	3	2	3	3	2	2	2	2	2	3	3	2	3	2	3	3	3	2	2	2
HSPB1	3	3	3	3	3	3	3	2	2	3	3	3	3	2	2	3	2	2	2	3	3	2	2	2	3	3	3	2	2	3	2	2	2	3	2	2	3	2	3	3	2	2	3	2	3	2	3	2	2	3	3	2	3	3	2	3	3	2	2	2	3	2	2	2	3	3	2	2	2	3	2	3	2	3	2	2	2	3	2	2	3	3	2	3	3	3	2	2	2
IGF1R	2	2	2	3	2	2	3	2	3	3	2	2	3	3	2	2	3	3	2	2	3	3	2	3	2	2	2	2	3	2	3	3	3	2	3	3	2	3	2	2	3	2	2	3	3	3	3	3	3	3	3	2	2	3	2	2	2	3	3	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	3	3	3	2	3	2	2	2	2	3	2	2	3	2	2
IGFBP2	3	3	3	4	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	4	3	4	3	3	4	4	3	3	4	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	4	3	3	4	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3
INPP4B	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
INSR	3	2	2	2	2	2	2	3	2	2	3	3	3	2	2	3	2	2	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	3	2	2	3	2	3	3	2	3	2	3	3	2	2	2	2	3	3	2	3	3	2	2	3	3	3	2	2	2	3	2	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	3	3	3	2	2	2
IRF1	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
IRS1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	3	3	2	2	3	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
ITGA2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ITGB1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
JAG1	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
JAK2	3	1	3	1	1	3	1	2	1	1	3	3	4	3	3	3	3	3	3	1	4	3	3	2	3	3	3	3	3	3	3	3	2	3	3	1	3	2	3	3	1	2	3	2	4	3	1	3	2	4	4	3	3	4	3	3	3	2	2	3	1	3	2	3	3	4	2	3	3	1	3	3	3	3	3	1	3	3	3	3	3	3	2	4	3	3	3	3	3
JUN	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2
KAT2A	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
KDR	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
KIT	3	2	2	2	2	2	2	3	2	2	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	3	2	2	3	3	3	3	2	3	2	3	3	2	2	3	2	3	3	2	3	3	3	2	3	3	3	2	2	2	3	2	3	3	2	2	3	2	3	3	2	2	3	2	2	2	2	2	2	3	2	3	3	3	2	2	2
L1CAM	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
LCK	3	3	2	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	3	3	3	3	2	2
