	901|1.5,Tm|0.3	P6|20,Tm|0.3	NT|3,SR|2.4	RY|2,P6|20	PLX|60,P6|20	901|1.5,SR|2.4	P6|20	ST|0.6,Tm|0.3	ZS|0.6,P6|20	P6|20,HN|6	901|1.5,HN|6	NT|3,Tm|0.3	NT|6	AK|10	AK|5,Tm|0.3	901|1.5,PLX|60	ZS|0.6,NT|3	AK|5	ZS|0.6,Tm|0.3	P6|20,SR|2.4	RY|2,HN|6	RY|2,RO|3.5	PLX|60,RO|3.5	ST|0.6,NT|3	PLX|60	PLX|60,Tm|0.3	901|1.5	ZS|0.6,PLX|60	ZS|0.6,HN|6	RY|2,SR|2.4	AK|5,ZS|0.6	RY|2,ZS|0.6	ST|0.6,HN|6	901|1.5,NT|3	RO|3.5	P6|20,RO|3.5	Tm|0.6	AK|5,ST|0.6	Tm|0.3	RY|2,Tm|0.3	P6|20,ST|0.6	PLX|60,ST|0.6	PLX|60,SR|2.4	ST|1.2	HN|6,NT|3	ZS|0.6,RO|3.5	P6|20,NT|3	RY|2,AK|5	ST|0.6,RO|3.5	RY|2,NT|3	RY|2	901|1.5,ZS|0.6	RY|2,901|1.5	HN|6	AK|5,PLX|60	HN|6,SR|2.4	PLX|60,HN|6	RY|2,ST|0.6	ST|0.6	SR|2.4,RO|3.5	901|1.5,P6|20	ZS|1.2	901|1.5,ST|0.6	NT|3,RO|3.5	PLX|60,NT|3	NT|3	ZS|0.6,ST|0.6	901|1.5,RO|3.5	AK|5,NT|3	P6|40	AK|5,901|1.5	901|3	RO|7	SR|2.4,Tm|0.3	AK|5,HN|6	AK|5,P6|20	ZS|0.6	SR|4.8	HN|6,RO|3.5	RO|3.5,Tm|0.3	SR|2.4	RY|2,PLX|60	ST|0.6,SR|2.4	HN|12	HN|6,Tm|0.3	PLX|120	AK|5,RO|3.5	ZS|0.6,SR|2.4	AK|5,SR|2.4
BAD	2	3	3	3	2	2	3	3	2	3	2	3	100	2	2	2	2	2	2	3	5	2	2	4	2	2	2	2	2	3	2	2	4	2	2	2	3	2	3	3	3	2	2	4	100	2	3	2	2	5	5	2	2	100	2	3	2	4	4	2	2	2	2	2	2	100	2	2	2	3	2	2	2	3	2	2	2	3	2	2	3	2	3	100	3	2	2	2	2
BAK1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BAP1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BAX	3	2	2	2	2	2	2	4	2	2	3	4	100	3	3	3	3	3	3	2	6	3	3	4	3	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	2	3	2	4	100	3	2	3	3	6	6	3	3	100	3	2	3	4	4	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	100	4	3	3	2	2
BCL2	2	3	3	3	2	2	3	4	3	3	2	4	100	3	3	2	3	3	3	3	5	2	2	4	2	2	2	2	3	3	3	3	4	2	2	2	4	3	4	4	3	2	2	4	100	2	3	3	2	5	5	2	2	100	2	3	2	4	4	2	2	3	2	2	2	100	3	2	3	3	2	2	2	3	3	3	3	3	2	2	3	2	3	100	4	2	2	3	3
BCL2A1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BCL2L1	3	2	2	2	2	2	2	4	2	2	3	4	100	3	3	3	3	3	3	2	5	3	3	4	3	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	2	3	2	4	100	3	2	3	3	5	5	3	3	100	3	2	3	4	4	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	100	4	3	3	2	2
BCL2L11	2	3	3	3	2	2	3	3	2	3	2	3	100	2	2	2	2	2	2	3	5	3	2	5	2	2	2	2	2	3	2	2	5	2	3	3	3	2	3	3	3	2	2	5	100	2	3	2	3	5	5	2	2	100	2	3	2	5	5	3	2	2	2	3	2	100	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	100	3	2	2	2	2
BECN1	3	3	3	3	3	3	3	3	2	3	3	3	100	2	2	3	2	2	2	3	4	3	3	5	3	3	3	2	2	3	2	2	5	3	3	3	3	2	3	3	3	3	3	5	100	2	3	2	3	4	4	2	3	100	2	3	3	4	5	3	3	2	3	3	3	100	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	100	3	3	2	2	2
BID	4	5	4	5	4	4	5	5	4	5	4	5	100	4	4	4	4	4	4	4	5	4	4	6	4	4	4	4	4	4	4	4	6	4	4	4	5	4	5	5	5	4	4	6	100	4	5	4	4	5	5	4	4	100	4	4	4	5	6	4	4	4	4	4	4	100	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	100	5	4	4	4	4
BIRC3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BRAF	2	3	3	3	1	2	3	3	2	3	2	3	100	2	2	1	2	2	2	3	5	2	1	4	1	1	2	1	2	3	2	2	4	2	2	2	3	2	3	3	3	1	1	4	100	2	3	2	2	5	5	2	2	100	1	3	1	4	4	2	2	2	2	2	1	100	2	2	2	3	2	2	2	3	2	2	2	3	2	2	3	1	3	100	3	1	2	2	2
BRD4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
C21orf33	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
CASP3	3	4	3	4	3	3	4	5	4	4	3	5	100	5	5	3	5	5	5	3	5	4	3	5	3	3	3	3	5	3	5	5	5	3	4	4	5	5	5	5	4	3	3	5	100	4	4	5	4	5	5	3	3	100	3	3	3	5	5	3	3	5	3	4	3	100	5	3	5	4	3	3	4	3	5	4	5	3	4	4	3	3	3	100	5	3	4	3	3
CASP7	3	4	3	4	3	3	4	5	4	4	3	5	100	5	5	3	5	5	5	3	6	4	3	5	3	3	3	3	5	3	5	5	5	3	4	4	5	5	5	5	4	3	3	5	100	4	4	5	4	6	6	3	3	100	3	3	3	5	5	3	3	5	3	4	3	100	5	3	5	4	3	3	4	3	5	4	5	3	4	4	3	3	3	100	5	3	4	3	3
CASP8	2	3	2	3	2	2	3	4	3	3	2	4	100	4	4	2	4	4	4	2	5	3	2	4	2	2	2	2	4	2	4	4	4	2	3	3	4	4	4	4	3	2	2	4	100	3	3	4	3	5	5	2	2	100	2	2	2	4	4	2	2	4	2	3	2	100	4	2	4	3	2	2	3	2	4	3	4	2	3	3	2	2	2	100	4	2	3	2	2
CAV1	3	3	2	3	3	2	3	3	3	3	3	3	100	3	3	3	3	3	3	2	3	3	3	4	3	3	3	3	3	2	3	3	4	3	3	3	3	3	3	3	3	3	2	4	100	3	3	3	3	3	3	3	3	100	3	2	3	3	4	2	3	3	3	3	3	100	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	100	3	3	3	2	2
CCNB1	2	3	3	3	2	2	3	5	3	3	2	5	100	4	4	2	4	4	4	3	5	4	2	5	2	2	2	2	4	3	4	4	5	2	4	3	5	4	5	5	3	2	2	5	100	4	3	4	4	5	5	2	2	100	2	3	2	5	5	3	2	4	2	4	2	100	4	2	4	3	2	2	4	3	4	3	4	3	4	4	3	2	3	100	5	2	4	3	3
CCND1	3	2	2	2	2	2	2	4	2	2	3	4	100	3	3	3	3	3	3	2	6	3	3	4	3	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	2	3	2	4	100	3	2	3	3	6	6	3	3	100	3	2	3	4	4	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	100	4	3	3	2	2
CCND3	3	2	2	2	2	2	2	4	2	2	3	4	100	3	3	3	3	3	3	2	6	3	3	4	3	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	2	3	2	4	100	3	2	3	3	6	6	3	3	100	3	2	3	4	4	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	100	4	3	3	2	2
CCNE1	3	2	2	2	2	2	2	4	2	2	3	4	100	3	3	3	3	3	3	2	6	3	3	4	3	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	2	3	2	4	100	3	2	3	3	6	6	3	3	100	3	2	3	4	4	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	100	4	3	3	2	2
CD274	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
CD44	5	5	4	5	5	4	5	6	5	5	5	6	100	5	5	5	5	5	5	4	7	2	2	6	5	5	5	5	5	4	5	5	6	5	2	2	6	5	6	6	5	5	4	6	100	2	5	5	2	7	7	5	5	100	5	4	5	6	6	2	5	5	5	2	5	100	5	2	5	5	5	5	2	4	5	5	5	4	2	2	4	5	4	100	6	5	2	4	4
CDC25C	2	3	3	3	2	2	3	4	3	3	2	4	100	3	3	2	3	3	3	3	5	3	2	5	2	2	2	2	3	3	3	3	5	2	3	3	4	3	4	4	3	2	2	5	100	3	3	3	3	5	5	2	2	100	2	3	2	5	5	3	2	3	2	3	2	100	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	100	4	2	3	3	3
CDH1	3	3	3	3	3	3	3	4	3	3	3	4	100	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	4	3	3	3	4	100	3	3	3	3	4	4	3	3	100	3	3	3	4	4	3	3	3	3	3	3	100	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	100	4	3	3	3	3
CDH2	4	4	2	4	4	2	4	4	4	4	4	4	100	4	4	4	4	4	4	2	5	3	3	4	4	4	4	4	4	2	4	4	4	4	3	3	4	4	4	4	4	4	2	4	100	3	4	4	3	5	5	4	4	100	4	2	4	4	4	2	4	4	4	3	4	100	4	3	4	4	4	4	3	2	4	4	4	2	3	3	2	4	2	100	4	4	3	2	2
CDH3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
CDK1	4	3	2	3	3	2	3	4	3	3	4	4	100	3	3	4	3	3	3	2	5	3	3	4	4	4	4	3	3	2	3	3	4	4	3	3	4	3	4	4	3	4	2	4	100	3	3	3	3	5	5	3	4	100	3	2	4	4	4	2	3	3	4	3	4	100	3	3	3	3	3	4	3	2	3	3	3	2	3	3	2	4	2	100	4	4	3	2	2
CDKN1A	2	2	2	2	2	2	2	3	2	2	2	3	100	2	2	2	2	2	2	2	5	2	2	4	2	2	2	2	2	2	2	2	4	2	2	2	3	2	3	3	2	2	2	4	100	2	2	2	2	5	5	2	2	100	2	2	2	4	4	2	2	2	2	2	2	100	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	100	3	2	2	2	2
CDKN1B	2	3	2	3	2	2	3	3	2	1	1	3	100	2	2	2	2	2	2	2	1	3	2	4	2	2	2	2	1	2	2	2	1	2	3	3	3	2	3	3	3	2	2	4	1	2	3	2	3	3	3	2	2	1	2	1	1	3	4	2	2	2	2	3	2	100	2	2	2	3	2	2	3	2	1	2	2	2	1	3	2	2	2	1	1	2	2	2	2
CDKN2A	5	5	4	4	5	4	5	5	5	5	5	6	100	5	5	5	5	5	5	4	4	2	2	5	5	5	5	5	5	4	5	4	5	5	2	2	6	5	6	4	5	5	4	5	100	2	5	4	2	4	4	5	4	100	5	4	5	4	5	2	5	5	5	2	5	100	5	2	5	5	5	5	2	4	5	5	5	4	2	2	4	4	4	100	6	5	2	4	4
CHEK1	3	3	3	3	3	3	3	3	2	3	3	3	100	2	2	3	2	2	2	3	4	3	3	5	3	3	3	2	2	3	2	2	5	3	3	3	3	2	3	3	3	3	3	5	100	2	3	2	3	4	4	2	3	100	2	3	3	4	5	3	3	2	3	3	3	100	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	3	3	100	3	3	2	2	2
CHEK2	4	4	4	4	4	4	4	5	4	4	4	5	100	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	5	4	5	4	4	4	4	5	100	4	4	4	4	4	4	4	4	100	4	4	4	4	5	4	4	4	4	4	4	100	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	100	5	4	4	4	4
CLDN7	5	5	4	5	5	4	5	6	5	5	5	6	100	5	5	5	5	5	5	4	7	2	2	6	5	5	5	5	5	4	5	5	6	5	2	2	6	5	6	6	5	5	4	6	100	2	5	5	2	7	7	5	5	100	5	4	5	6	6	2	5	5	5	2	5	100	5	2	5	5	5	5	2	4	5	5	5	4	2	2	4	5	4	100	6	5	2	4	4
COG3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
COL6A1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
COX4I1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
CREB1	3	2	2	2	2	2	2	3	2	2	3	3	100	2	2	3	2	2	2	2	4	2	2	4	3	3	3	2	2	2	2	2	4	3	2	2	3	2	3	3	2	3	2	4	100	2	2	2	2	4	4	2	3	100	2	2	3	4	4	2	2	2	3	2	3	100	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	100	3	3	2	2	2
CTNNB1	3	2	2	2	2	2	2	3	2	2	3	3	100	2	2	3	2	2	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	3	2	2	3	2	3	3	2	3	2	3	100	2	2	2	2	3	3	2	3	100	2	2	3	3	3	2	2	2	3	2	3	100	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	100	3	3	2	2	2
DIABLO	3	3	3	3	3	3	3	3	2	3	3	3	100	2	2	3	2	2	2	3	6	3	3	5	4	3	3	2	2	3	2	2	5	3	3	3	3	2	3	3	3	4	3	5	100	2	3	2	3	6	6	2	3	100	2	3	4	5	5	3	3	2	3	3	4	100	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3	4	3	100	3	4	2	2	2
DPP4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
DUSP4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
E2F1	3	2	2	2	2	2	2	3	2	2	3	4	100	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	2	3	2	3	3	3	2	4	3	4	2	2	3	2	3	100	3	2	2	3	2	2	3	2	100	3	2	3	2	3	2	2	3	3	3	3	100	3	3	3	2	3	3	3	2	3	2	3	2	3	3	2	2	2	100	4	3	3	2	2
EEF2	3	3	4	4	4	4	4	3	4	4	4	3	100	4	3	4	4	4	3	4	7	5	4	6	4	3	4	4	4	4	4	4	6	4	5	4	3	4	3	3	4	4	4	6	100	4	4	4	5	7	7	4	4	100	4	4	4	6	6	4	4	4	4	5	4	100	4	4	4	4	4	4	5	3	4	4	4	4	5	3	4	4	4	100	3	4	4	4	4
EEF2K	2	2	3	3	3	3	3	2	3	3	3	2	100	3	2	3	3	3	2	3	6	4	3	5	3	2	3	3	3	3	3	3	5	3	4	3	2	3	2	2	3	3	3	5	100	3	3	3	4	6	6	3	3	100	3	3	3	5	5	3	3	3	3	4	3	100	3	3	3	3	3	3	4	2	3	3	3	3	4	2	3	3	3	100	2	3	3	3	3
EGFR	2	3	2	3	2	2	3	3	2	3	2	3	100	2	2	2	2	2	2	2	3	2	2	4	2	2	2	2	2	2	2	2	4	2	2	2	3	2	3	3	3	2	2	4	100	2	3	2	2	3	3	2	2	100	2	2	2	3	4	2	2	2	2	2	2	100	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	100	3	2	2	2	2
EIF4E	3	4	4	4	3	3	4	6	4	4	3	6	100	5	5	3	5	5	5	4	6	4	3	6	3	3	3	3	5	4	5	5	6	3	4	4	6	5	6	6	4	3	3	6	100	4	4	5	4	6	6	3	3	100	3	4	3	6	6	4	3	5	3	4	3	100	5	3	5	4	3	3	4	4	5	4	5	4	4	4	4	3	4	100	6	3	4	4	4
EIF4EBP1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	5	3	2	1	2	2	2	2	2	2	2	2	4	1	3	2	2	2	2	2	2	2	2	4	1	2	1	2	3	1	5	2	2	100	2	2	2	4	4	2	2	2	2	1	1	1	2	2	1	2	2	2	3	2	2	2	2	2	3	2	2	2	2	100	2	2	2	2	2
EIF4G1	5	4	3	4	4	3	4	5	4	4	5	5	100	4	4	5	4	4	4	3	6	2	2	5	5	5	5	4	4	3	4	4	5	5	2	2	5	4	5	5	4	5	3	5	100	2	4	4	2	6	6	4	5	100	4	3	5	5	5	2	4	4	5	2	5	100	4	2	4	4	4	5	2	3	4	4	4	3	2	2	3	5	3	100	5	5	2	3	3
ELK1	2	3	3	3	2	2	3	5	3	3	2	5	100	4	4	2	4	4	4	3	5	3	2	5	2	2	2	2	4	3	4	4	5	2	3	3	5	4	5	5	3	2	2	5	100	3	3	4	3	5	5	2	2	100	2	3	2	5	5	3	2	4	2	3	2	100	4	2	4	3	2	2	3	3	4	3	4	3	3	3	3	2	3	100	5	2	3	3	3
ENY2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
EPPK1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERBB2	3	2	2	2	2	2	2	3	2	2	3	3	100	3	3	3	3	3	3	2	4	2	2	4	3	3	3	3	3	2	3	3	4	3	2	2	3	3	3	3	2	3	2	4	100	2	2	3	2	4	4	3	3	100	3	2	3	4	4	2	2	3	3	2	3	100	3	2	3	2	3	3	2	2	3	2	3	2	2	2	2	3	2	100	3	3	2	2	2
ERBB3	3	3	3	3	3	3	3	4	3	3	3	4	100	3	3	3	3	3	3	3	4	3	3	5	3	3	3	3	3	3	3	3	5	3	3	3	4	3	4	4	3	3	3	5	100	3	3	3	3	4	4	3	3	100	3	3	3	4	5	3	3	3	3	3	3	100	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	100	4	3	3	3	3
ERCC1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERCC4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERCC5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ERRFI1	3	4	3	4	3	3	4	4	3	4	3	4	100	3	3	3	3	3	3	3	4	3	3	5	3	3	3	3	3	3	3	3	5	3	3	3	4	3	4	4	4	3	3	5	100	3	4	3	3	4	4	3	3	100	3	3	3	4	5	3	3	3	3	3	3	100	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	100	4	3	3	3	3
ESR1	2	2	2	2	2	2	2	2	2	2	2	2	100	2	2	2	2	2	2	2	3	3	2	4	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	2	2	2	2	4	100	2	2	2	3	3	3	2	2	100	2	2	2	3	4	2	2	2	2	3	2	100	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	100	2	2	2	2	2
ETS1	2	3	3	3	2	2	3	5	3	3	2	5	100	4	4	2	4	4	4	3	5	3	2	5	2	2	2	2	4	3	4	4	5	2	3	3	5	4	5	5	3	2	2	5	100	3	3	4	3	5	5	2	2	100	2	3	2	5	5	3	2	4	2	3	2	100	4	2	4	3	2	2	3	3	4	3	4	3	3	3	3	2	3	100	5	2	3	3	3
FASN	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
FGR	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
FN1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
FOSL1	4	5	5	5	4	4	5	7	5	5	4	7	100	6	6	4	5	6	5	5	7	2	2	7	4	4	4	4	5	5	5	5	7	4	2	2	7	6	7	7	5	4	4	7	100	2	5	6	2	7	7	4	4	100	4	5	4	7	7	2	4	5	4	2	4	100	5	2	6	5	4	4	2	5	6	5	5	5	2	2	5	4	5	100	7	4	2	5	5
FOXM1	2	4	3	4	3	2	4	4	4	4	2	5	100	4	4	2	4	4	4	3	6	3	3	4	3	3	2	3	4	3	4	4	4	2	3	3	5	4	5	5	4	3	3	4	100	3	4	4	3	6	6	2	2	100	3	3	3	4	4	3	2	4	2	3	3	100	4	2	4	4	2	2	3	3	4	4	4	3	3	3	3	3	3	100	5	3	3	3	3
FOXO3	2	3	3	3	2	2	3	3	2	3	2	3	100	2	2	2	2	2	2	3	5	3	2	5	2	2	2	2	2	3	2	2	5	2	3	3	3	2	3	3	3	2	2	5	100	2	3	2	3	5	5	2	2	100	2	3	2	5	5	3	2	2	2	3	2	100	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	100	3	2	2	2	2
FYN	3	3	4	3	3	3	3	4	3	3	3	5	100	4	4	3	3	4	3	3	4	3	3	4	4	4	3	3	3	4	3	3	4	3	3	3	5	4	5	4	3	4	4	4	100	3	3	4	3	4	4	3	3	100	4	4	4	4	4	3	3	3	3	3	4	100	3	3	4	3	3	3	3	4	4	3	3	4	3	3	4	4	4	100	5	4	3	3	4
G6PD	4	4	2	4	4	2	4	4	4	4	4	4	100	4	4	4	4	4	4	2	5	3	3	4	4	4	4	4	4	2	4	4	4	4	3	3	4	4	4	4	4	4	2	4	100	3	4	4	3	5	5	4	4	100	4	2	4	4	4	2	4	4	4	3	4	100	4	3	4	4	4	4	3	2	4	4	4	2	3	3	2	4	2	100	4	4	3	2	2
GAB2	2	2	3	2	2	2	2	3	2	2	2	3	100	2	2	2	2	2	2	2	4	3	2	4	2	2	2	2	2	3	2	2	4	2	3	2	3	2	3	3	2	2	2	4	100	2	2	2	3	4	4	2	2	100	2	3	2	4	4	3	2	2	2	3	2	100	2	2	2	2	2	2	3	3	2	2	2	3	3	3	3	2	3	100	3	2	2	2	2
GAPDH	4	3	2	3	3	2	3	3	2	3	4	4	100	2	2	4	2	2	2	2	5	2	2	3	4	4	4	2	2	2	2	2	3	4	2	2	4	2	4	4	3	3	2	3	100	2	3	2	2	5	5	2	4	100	2	2	4	3	3	2	3	2	3	2	4	100	2	2	2	3	2	4	2	2	2	2	2	2	2	2	2	4	2	100	4	4	2	2	2
